hotel_type,window_booking,check_in,booking_status,booking_changes,reservation_date,reservation_status,deposit_type,weekend_nights,week_nights,days_in_waiting_list,number_adults,number_children,number_babies,country_code,country_name,region,market_segment,distribution_channel,repeated_guest,customer_type,reserved_room,assigned_room,meal_code,special_requests,prev_cancels,prev_not_cancels,adr,bucket
Resort Hotel,0,2017-04-01,Confirmed,0,2017-04-02,Check-Out,No Deposit,0,1,0,2,0.0,0,PRT,Portugal,Europe,Direct,Direct,No,Transient,A,A,Bed & Breakfast,0,0,0,87.0,0-7 days
Resort Hotel,0,2017-04-01,Confirmed,0,2017-04-02,Check-Out,No Deposit,0,1,0,2,0.0,0,AGO,Angola,Africa,Direct,Direct,No,Transient,E,E,Bed & Breakfast,0,0,0,110.0,0-7 days
Resort Hotel,0,2017-08-24,Cancelled,0,2017-08-24,Canceled,No Deposit,0,1,0,1,0.0,0,AGO,Angola,Africa,Direct,Direct,Yes,Transient,G,G,Bed & Breakfast,0,0,2,190.0,0-7 days
Resort Hotel,22,2017-03-31,Confirmed,0,2017-04-02,Check-Out,No Deposit,0,2,0,2,0.0,0,PRT,Portugal,Europe,Online TA,TA/TO,No,Transient,A,D,Bed & Breakfast,2,0,0,70.0,8-30 days
Resort Hotel,11,2017-03-31,Confirmed,0,2017-04-02,Check-Out,No Deposit,0,2,0,2,0.0,0,ESP,Spain,Europe,Offline TA/TO,TA/TO,No,Transient,D,D,Bed & Breakfast,0,0,0,60.0,8-30 days
Resort Hotel,5,2017-03-31,Confirmed,0,2017-04-02,Check-Out,No Deposit,0,2,0,2,0.0,0,PRT,Portugal,Europe,Online TA,TA/TO,No,Transient,D,D,Bed & Breakfast,1,0,0,99.5,0-7 days
Resort Hotel,122,2017-03-27,Confirmed,0,2017-04-03,Check-Out,No Deposit,2,5,0,2,0.0,0,NLD,Netherlands,Europe,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,1,0,0,47.14,91-180 days
Resort Hotel,38,2017-03-30,Confirmed,2,2017-04-03,Check-Out,No Deposit,1,3,0,2,0.0,0,GBR,United Kingdom,Europe,Online TA,TA/TO,No,Transient,D,D,Bed & Breakfast,1,0,0,76.5,31-90 days
Resort Hotel,151,2017-03-30,Confirmed,0,2017-04-03,Check-Out,No Deposit,1,3,0,2,0.0,0,GBR,United Kingdom,Europe,Online TA,TA/TO,No,Transient,E,E,Bed & Breakfast,0,0,0,56.72,91-180 days
Resort Hotel,250,2017-03-27,Confirmed,1,2017-04-03,Check-Out,No Deposit,2,5,0,2,0.0,0,IRL,Ireland,Europe,Online TA,TA/TO,No,Transient,A,D,Bed & Breakfast,1,0,0,52.43,180+ days
Resort Hotel,229,2017-03-27,Confirmed,1,2017-04-03,Check-Out,No Deposit,2,5,0,2,0.0,0,IRL,Ireland,Europe,Online TA,TA/TO,No,Transient,A,D,Bed & Breakfast,2,0,0,52.43,180+ days
Resort Hotel,85,2017-03-30,Confirmed,0,2017-04-03,Check-Out,No Deposit,1,3,0,2,0.0,0,GBR,United Kingdom,Europe,Offline TA/TO,TA/TO,No,Transient,E,E,Bed & Breakfast,0,0,0,69.0,31-90 days
Resort Hotel,70,2017-03-29,Confirmed,0,2017-04-03,Check-Out,No Deposit,1,4,0,2,0.0,0,IRL,Ireland,Europe,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,0,0,0,34.56,31-90 days
Resort Hotel,62,2017-03-29,Confirmed,0,2017-04-03,Check-Out,No Deposit,1,4,0,2,0.0,0,IRL,Ireland,Europe,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,1,0,0,36.96,31-90 days
Resort Hotel,66,2017-03-25,Confirmed,0,2017-04-03,Check-Out,No Deposit,3,6,0,2,0.0,0,FRA,France,Europe,Online TA,TA/TO,No,Transient,E,E,Half Board,1,0,0,107.56,31-90 days
Resort Hotel,62,2017-04-01,Confirmed,0,2017-04-03,Check-Out,No Deposit,1,1,0,2,0.0,0,FRA,France,Europe,Online TA,TA/TO,No,Transient,E,E,Bed & Breakfast,0,0,0,85.0,31-90 days
Resort Hotel,52,2017-03-27,Confirmed,0,2017-04-03,Check-Out,No Deposit,2,5,0,2,0.0,0,FRA,France,Europe,Offline TA/TO,TA/TO,No,Transient,A,A,Half Board,0,0,0,48.0,31-90 days
Resort Hotel,9,2017-03-30,Confirmed,0,2017-04-03,Check-Out,No Deposit,1,3,0,2,0.0,0,RUS,Russia,Europe,Online TA,TA/TO,No,Transient,A,C,Bed & Breakfast,1,0,0,87.0,8-30 days
Resort Hotel,20,2017-04-02,Confirmed,0,2017-04-03,Check-Out,No Deposit,1,0,0,2,0.0,0,POL,Poland,Europe,Offline TA/TO,TA/TO,No,Transient,A,A,Bed & Breakfast,0,0,0,48.0,8-30 days
Resort Hotel,63,2017-03-31,Confirmed,0,2017-04-03,Check-Out,No Deposit,1,2,0,2,0.0,0,GBR,United Kingdom,Europe,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,0,0,0,34.56,31-90 days
Resort Hotel,170,2017-03-20,Confirmed,0,2017-04-03,Check-Out,No Deposit,4,10,0,1,0.0,0,GBR,United Kingdom,Europe,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,3,0,0,40.0,91-180 days
Resort Hotel,5,2017-03-31,Confirmed,0,2017-04-03,Check-Out,No Deposit,1,2,0,1,0.0,0,IRL,Ireland,Europe,Online TA,TA/TO,No,Transient,A,D,Bed & Breakfast,1,0,0,74.0,0-7 days
Resort Hotel,72,2017-03-31,Confirmed,0,2017-04-03,Check-Out,No Deposit,1,2,0,2,0.0,0,IRL,Ireland,Europe,Direct,Direct,No,Transient,E,E,Bed & Breakfast,1,0,0,70.47,31-90 days
Resort Hotel,92,2017-04-01,Confirmed,0,2017-04-03,Check-Out,No Deposit,1,1,0,2,0.0,0,GBR,United Kingdom,Europe,Online TA,TA/TO,No,Transient,A,C,Bed & Breakfast,1,0,0,48.0,91-180 days
Resort Hotel,256,2017-03-30,Confirmed,0,2017-04-03,Check-Out,No Deposit,1,3,0,2,0.0,0,IRL,Ireland,Europe,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,2,0,0,45.9,180+ days
Resort Hotel,61,2017-04-01,Confirmed,0,2017-04-03,Check-Out,No Deposit,1,1,0,2,0.0,0,FRA,France,Europe,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,2,0,0,67.0,31-90 days
Resort Hotel,66,2017-03-31,Confirmed,0,2017-04-03,Check-Out,No Deposit,1,2,0,2,0.0,0,FRA,France,Europe,Online TA,TA/TO,No,Transient,D,D,Bed & Breakfast,2,0,0,68.33,31-90 days
Resort Hotel,19,2017-03-31,Confirmed,0,2017-04-03,Check-Out,No Deposit,1,2,0,2,0.0,0,GBR,United Kingdom,Europe,Online TA,TA/TO,No,Transient,A,C,Bed & Breakfast,1,0,0,56.47,8-30 days
Resort Hotel,60,2017-03-31,Confirmed,0,2017-04-03,Check-Out,No Deposit,1,2,0,1,0.0,0,PRT,Portugal,Europe,Direct,Direct,No,Transient,E,F,Bed & Breakfast,1,0,0,68.47,31-90 days
Resort Hotel,57,2017-03-29,Confirmed,1,2017-04-03,Check-Out,No Deposit,1,4,0,2,0.0,1,IRL,Ireland,Europe,Direct,Direct,No,Transient,D,D,Bed & Breakfast,2,0,0,66.0,31-90 days
Resort Hotel,2,2017-04-02,Confirmed,0,2017-04-03,Check-Out,No Deposit,1,0,0,1,0.0,0,PRT,Portugal,Europe,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,0,0,0,84.0,0-7 days
Resort Hotel,56,2017-03-31,Confirmed,0,2017-04-03,Check-Out,No Deposit,1,2,0,2,0.0,0,GBR,United Kingdom,Europe,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,1,0,0,60.0,31-90 days
Resort Hotel,32,2017-03-29,Confirmed,0,2017-04-03,Check-Out,No Deposit,1,4,0,2,1.0,0,GBR,United Kingdom,Europe,Offline TA/TO,TA/TO,No,Transient,D,D,Bed & Breakfast,0,0,0,63.1,31-90 days
Resort Hotel,173,2017-03-30,Confirmed,2,2017-04-03,Check-Out,No Deposit,1,3,0,3,0.0,0,BRA,Brazil,Americas,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,4,0,0,89.9,91-180 days
Resort Hotel,121,2017-03-28,Confirmed,0,2017-04-04,Check-Out,No Deposit,2,5,0,2,0.0,0,GBR,United Kingdom,Europe,Online TA,TA/TO,No,Transient,A,A,Half Board,1,0,0,55.49,91-180 days
Resort Hotel,20,2017-03-28,Confirmed,0,2017-04-04,Check-Out,No Deposit,2,5,0,2,0.0,0,DEU,Germany,Europe,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,0,0,0,69.29,8-30 days
Resort Hotel,25,2017-03-28,Confirmed,0,2017-04-04,Check-Out,No Deposit,2,5,0,2,0.0,0,GBR,United Kingdom,Europe,Offline TA/TO,TA/TO,No,Transient,A,A,Half Board,0,0,0,76.0,8-30 days
Resort Hotel,159,2017-03-14,Confirmed,0,2017-04-04,Check-Out,No Deposit,6,15,0,2,0.0,0,NLD,Netherlands,Europe,Offline TA/TO,TA/TO,No,Transient,E,E,Half Board,1,0,0,68.4,91-180 days
Resort Hotel,159,2017-03-14,Confirmed,0,2017-04-04,Check-Out,No Deposit,6,15,0,2,0.0,0,PRT,Portugal,Europe,Offline TA/TO,TA/TO,No,Transient,D,D,Half Board,1,0,0,61.2,91-180 days
Resort Hotel,159,2017-03-14,Confirmed,1,2017-04-04,Check-Out,No Deposit,6,15,0,1,0.0,0,NLD,Netherlands,Europe,Offline TA/TO,TA/TO,No,Transient,D,D,Half Board,1,0,0,49.5,91-180 days
Resort Hotel,159,2017-03-14,Confirmed,0,2017-04-04,Check-Out,No Deposit,6,15,0,2,0.0,0,NLD,Netherlands,Europe,Offline TA/TO,TA/TO,No,Transient,E,E,Half Board,2,0,0,70.3,91-180 days
Resort Hotel,29,2017-03-30,Confirmed,0,2017-04-04,Check-Out,No Deposit,2,3,0,2,0.0,0,GBR,United Kingdom,Europe,Offline TA/TO,TA/TO,No,Transient,D,D,Half Board,0,0,0,88.0,8-30 days
Resort Hotel,142,2017-03-30,Confirmed,0,2017-04-04,Check-Out,No Deposit,2,3,0,2,0.0,0,GBR,United Kingdom,Europe,Online TA,TA/TO,No,Transient,D,D,Bed & Breakfast,2,0,0,70.8,91-180 days
Resort Hotel,30,2017-03-28,Confirmed,0,2017-04-04,Check-Out,No Deposit,2,5,0,2,0.0,0,GBR,United Kingdom,Europe,Online TA,TA/TO,No,Transient,F,F,Half Board,1,0,0,106.74,8-30 days
Resort Hotel,103,2017-03-31,Confirmed,0,2017-04-04,Check-Out,No Deposit,2,2,0,1,0.0,0,IRL,Ireland,Europe,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,1,0,0,42.0,91-180 days
Resort Hotel,165,2017-03-31,Confirmed,1,2017-04-04,Check-Out,No Deposit,2,2,0,2,0.0,0,IRL,Ireland,Europe,Online TA,TA/TO,No,Transient-Party,A,A,Half Board,2,0,0,65.96,91-180 days
Resort Hotel,3,2017-04-03,Confirmed,0,2017-04-04,Check-Out,No Deposit,1,0,0,1,0.0,0,PRT,Portugal,Europe,Online TA,TA/TO,No,Transient-Party,A,A,Bed & Breakfast,0,0,0,61.6,0-7 days
Resort Hotel,0,2017-04-03,Confirmed,0,2017-04-04,Check-Out,No Deposit,1,0,0,1,0.0,0,PRT,Portugal,Europe,Direct,Direct,No,Transient,A,A,Bed & Breakfast,0,0,0,68.0,0-7 days
Resort Hotel,42,2017-03-28,Confirmed,0,2017-04-04,Check-Out,No Deposit,2,5,0,2,0.0,0,FRA,France,Europe,Direct,Direct,No,Transient,A,A,Bed & Breakfast,2,0,0,59.29,31-90 days
Resort Hotel,83,2017-03-31,Confirmed,0,2017-04-04,Check-Out,No Deposit,2,2,0,2,1.0,0,IRL,Ireland,Europe,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,0,0,0,43.2,31-90 days
Resort Hotel,150,2017-03-28,Confirmed,0,2017-04-04,Check-Out,No Deposit,2,5,0,2,0.0,0,IRL,Ireland,Europe,Direct,Direct,No,Transient,A,A,Bed & Breakfast,1,0,0,41.98,91-180 days
Resort Hotel,26,2017-04-03,Confirmed,0,2017-04-04,Check-Out,No Deposit,1,0,0,2,0.0,0,DEU,Germany,Europe,Offline TA/TO,TA/TO,No,Transient,D,D,Bed & Breakfast,0,0,0,62.0,8-30 days
Resort Hotel,27,2017-04-02,Confirmed,0,2017-04-04,Check-Out,No Deposit,2,0,0,2,0.0,0,CHN,China,Asia,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,0,0,0,82.0,8-30 days
Resort Hotel,47,2017-03-28,Confirmed,0,2017-04-04,Check-Out,No Deposit,2,5,0,2,0.0,1,GBR,United Kingdom,Europe,Offline TA/TO,TA/TO,No,Transient,A,C,Bed & Breakfast,2,0,0,48.0,31-90 days
Resort Hotel,37,2017-03-31,Confirmed,0,2017-04-04,Check-Out,No Deposit,2,2,0,2,0.0,0,GBR,United Kingdom,Europe,Online TA,TA/TO,No,Transient,A,C,Bed & Breakfast,0,0,0,50.6,31-90 days
Resort Hotel,22,2017-04-01,Confirmed,0,2017-04-04,Check-Out,No Deposit,2,1,0,2,0.0,0,ESP,Spain,Europe,Online TA,TA/TO,No,Transient,A,D,Half Board,2,0,0,107.0,8-30 days
Resort Hotel,98,2017-03-31,Confirmed,0,2017-04-04,Check-Out,No Deposit,2,2,0,2,0.0,0,IRL,Ireland,Europe,Online TA,TA/TO,No,Transient,E,F,Bed & Breakfast,1,0,0,77.5,91-180 days
Resort Hotel,62,2017-03-25,Confirmed,0,2017-04-04,Check-Out,No Deposit,4,6,0,2,0.0,0,NOR,Norway,Europe,Online TA,TA/TO,No,Transient,E,E,Bed & Breakfast,1,0,0,77.8,31-90 days
Resort Hotel,24,2017-03-26,Confirmed,0,2017-04-04,Check-Out,No Deposit,4,5,0,2,0.0,0,IRL,Ireland,Europe,Offline TA/TO,TA/TO,No,Transient,E,E,Bed & Breakfast,0,0,0,61.33,8-30 days
Resort Hotel,26,2017-04-03,Confirmed,4,2017-04-04,Check-Out,No Deposit,1,0,0,1,0.0,0,AUT,Austria,Europe,Corporate,Corporate,No,Transient-Party,E,E,Bed & Breakfast,0,0,0,50.0,8-30 days
Resort Hotel,27,2017-03-28,Confirmed,0,2017-04-04,Check-Out,No Deposit,2,5,0,2,0.0,0,IRL,Ireland,Europe,Offline TA/TO,TA/TO,No,Transient,A,A,Bed & Breakfast,1,0,0,50.0,8-30 days
Resort Hotel,7,2017-04-03,Confirmed,0,2017-04-04,Check-Out,No Deposit,1,0,0,1,0.0,0,NLD,Netherlands,Europe,Online TA,TA/TO,No,Transient,E,E,Bed & Breakfast,0,0,0,122.0,0-7 days
Resort Hotel,3,2017-04-02,Confirmed,0,2017-04-04,Check-Out,No Deposit,2,0,0,2,0.0,0,ESP,Spain,Europe,Online TA,TA/TO,No,Transient,F,G,Half Board,1,0,0,140.6,0-7 days
Resort Hotel,18,2017-03-31,Confirmed,0,2017-04-04,Check-Out,No Deposit,2,2,0,1,0.0,0,IRL,Ireland,Europe,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,1,0,0,55.39,8-30 days
Resort Hotel,211,2017-03-08,Confirmed,0,2017-04-05,Check-Out,No Deposit,8,20,0,2,0.0,0,DEU,Germany,Europe,Offline TA/TO,TA/TO,No,Transient,D,D,Half Board,1,0,0,57.8,180+ days
Resort Hotel,19,2017-03-29,Confirmed,0,2017-04-05,Check-Out,No Deposit,2,5,0,2,0.0,0,PRT,Portugal,Europe,Offline TA/TO,TA/TO,No,Transient,D,D,Bed & Breakfast,0,0,0,49.0,8-30 days
Resort Hotel,159,2017-03-22,Confirmed,0,2017-04-05,Check-Out,No Deposit,4,10,0,2,0.0,0,CHN,China,Asia,Offline TA/TO,TA/TO,No,Transient,E,E,Bed & Breakfast,2,0,0,64.8,91-180 days
Resort Hotel,40,2017-04-01,Confirmed,0,2017-04-05,Check-Out,No Deposit,2,2,0,2,0.0,0,GBR,United Kingdom,Europe,Offline TA/TO,TA/TO,No,Transient,D,D,Bed & Breakfast,0,0,0,60.0,31-90 days
Resort Hotel,155,2017-03-15,Confirmed,0,2017-04-05,Check-Out,No Deposit,6,15,0,2,0.0,0,PRT,Portugal,Europe,Offline TA/TO,TA/TO,No,Transient,E,E,Bed & Breakfast,0,0,0,66.8,91-180 days
Resort Hotel,67,2017-03-29,Confirmed,0,2017-04-05,Check-Out,No Deposit,2,5,0,2,1.0,0,IRL,Ireland,Europe,Online TA,TA/TO,No,Transient,A,C,Bed & Breakfast,2,0,0,36.96,31-90 days
Resort Hotel,30,2017-03-29,Confirmed,0,2017-04-05,Check-Out,No Deposit,2,5,0,2,0.0,0,IRL,Ireland,Europe,Direct,Direct,No,Transient,A,A,Bed & Breakfast,1,0,0,62.71,8-30 days
Resort Hotel,149,2017-03-08,Confirmed,0,2017-04-05,Check-Out,No Deposit,8,20,0,2,0.0,0,PRT,Portugal,Europe,Offline TA/TO,TA/TO,No,Transient,D,D,Bed & Breakfast,0,0,0,54.0,91-180 days
Resort Hotel,155,2017-03-15,Confirmed,0,2017-04-05,Check-Out,No Deposit,6,15,0,2,0.0,0,CHN,China,Asia,Offline TA/TO,TA/TO,No,Transient,E,E,Bed & Breakfast,1,0,0,64.8,91-180 days
Resort Hotel,25,2017-03-29,Confirmed,0,2017-04-05,Check-Out,No Deposit,2,5,0,3,1.0,0,GBR,United Kingdom,Europe,Online TA,TA/TO,No,Transient,H,H,Half Board,0,0,0,193.71,8-30 days
Resort Hotel,0,2017-04-03,Confirmed,0,2017-04-05,Check-Out,No Deposit,1,1,0,1,0.0,0,PRT,Portugal,Europe,Corporate,Corporate,No,Transient,A,A,Bed & Breakfast,0,0,0,45.0,0-7 days
Resort Hotel,69,2017-03-31,Confirmed,0,2017-04-05,Check-Out,No Deposit,2,3,0,4,0.0,0,GBR,United Kingdom,Europe,Online TA,TA/TO,No,Transient,C,C,Bed & Breakfast,0,0,0,59.62,31-90 days
Resort Hotel,1,2017-04-04,Confirmed,0,2017-04-05,Check-Out,No Deposit,0,1,0,1,0.0,0,PRT,Portugal,Europe,Online TA,TA/TO,No,Transient-Party,A,D,Bed & Breakfast,0,0,0,61.6,0-7 days
Resort Hotel,4,2017-04-03,Confirmed,0,2017-04-05,Check-Out,No Deposit,1,1,0,1,0.0,0,PRT,Portugal,Europe,Corporate,Corporate,No,Transient,A,A,Bed & Breakfast,0,0,0,45.0,0-7 days
Resort Hotel,89,2017-04-03,Confirmed,0,2017-04-05,Check-Out,No Deposit,1,1,0,2,2.0,0,FRA,France,Europe,Online TA,TA/TO,No,Transient,G,G,Half Board,0,0,0,194.0,31-90 days
Resort Hotel,20,2017-03-29,Confirmed,0,2017-04-05,Check-Out,No Deposit,2,5,0,2,0.0,0,DEU,Germany,Europe,Offline TA/TO,TA/TO,No,Transient,E,E,Half Board,1,0,0,76.0,8-30 days
Resort Hotel,8,2017-04-04,Confirmed,0,2017-04-05,Check-Out,No Deposit,0,1,0,2,0.0,0,CHN,China,Asia,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,0,0,0,85.0,8-30 days
Resort Hotel,60,2017-04-04,Confirmed,0,2017-04-05,Check-Out,No Deposit,0,1,0,2,0.0,0,DEU,Germany,Europe,Offline TA/TO,TA/TO,No,Transient,D,D,Bed & Breakfast,1,0,0,62.0,31-90 days
Resort Hotel,76,2017-04-02,Confirmed,0,2017-04-05,Check-Out,No Deposit,2,1,0,2,0.0,0,GBR,United Kingdom,Europe,Direct,Direct,No,Transient,F,F,Bed & Breakfast,0,0,0,86.2,31-90 days
Resort Hotel,49,2017-04-02,Confirmed,2,2017-04-05,Check-Out,No Deposit,2,1,0,2,0.0,0,GBR,United Kingdom,Europe,Online TA,TA/TO,No,Transient,D,D,Bed & Breakfast,1,0,0,78.33,31-90 days
Resort Hotel,14,2017-04-04,Confirmed,0,2017-04-05,Check-Out,No Deposit,0,1,0,1,0.0,0,GBR,United Kingdom,Europe,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,1,0,0,76.0,8-30 days
Resort Hotel,152,2017-04-05,Confirmed,1,2017-04-10,Check-Out,No Deposit,1,4,0,2,0.0,0,GBR,United Kingdom,Europe,Groups,TA/TO,No,Transient-Party,D,D,Bed & Breakfast,1,0,0,69.0,91-180 days
Resort Hotel,20,2017-03-28,Confirmed,0,2017-04-05,Check-Out,No Deposit,2,6,0,2,0.0,0,GBR,United Kingdom,Europe,Offline TA/TO,TA/TO,No,Transient,E,E,Half Board,1,0,0,100.0,8-30 days
Resort Hotel,35,2017-03-28,Confirmed,1,2017-04-05,Check-Out,No Deposit,2,6,0,1,0.0,0,FIN,Finland,Europe,Offline TA/TO,TA/TO,No,Transient,A,A,Bed & Breakfast,0,0,0,36.0,31-90 days
Resort Hotel,0,2017-03-28,Confirmed,1,2017-04-05,Check-Out,No Deposit,2,6,0,1,0.0,0,FIN,Finland,Europe,Offline TA/TO,TA/TO,No,Transient,A,B,Bed & Breakfast,0,0,0,36.0,0-7 days
Resort Hotel,3,2017-04-02,Confirmed,0,2017-04-05,Check-Out,No Deposit,2,1,0,2,0.0,0,NPL,Nepal,Asia,Online TA,TA/TO,No,Transient,A,C,Bed & Breakfast,1,0,0,85.0,0-7 days
Resort Hotel,11,2017-04-02,Confirmed,0,2017-04-05,Check-Out,No Deposit,2,1,0,2,0.0,0,PRT,Portugal,Europe,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,2,0,0,85.0,8-30 days
Resort Hotel,32,2017-04-05,Confirmed,0,2017-04-08,Check-Out,No Deposit,0,3,0,2,0.0,0,PRT,Portugal,Europe,Online TA,TA/TO,No,Transient,A,F,Bed & Breakfast,2,0,0,75.0,31-90 days
Resort Hotel,38,2017-04-02,Confirmed,0,2017-04-05,Check-Out,No Deposit,2,1,0,2,0.0,0,GBR,United Kingdom,Europe,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,1,0,0,70.0,31-90 days
Resort Hotel,0,2017-04-03,Confirmed,0,2017-04-05,Check-Out,No Deposit,1,1,0,2,0.0,0,FRA,France,Europe,Direct,Direct,No,Transient,D,D,Bed & Breakfast,0,0,0,102.0,0-7 days
Resort Hotel,29,2017-04-03,Confirmed,0,2017-04-05,Check-Out,No Deposit,1,1,0,2,0.0,0,BRA,Brazil,Americas,Online TA,TA/TO,No,Transient,A,A,Half Board,1,0,0,114.0,8-30 days
Resort Hotel,33,2017-03-28,Confirmed,0,2017-04-05,Check-Out,No Deposit,2,6,0,2,0.0,0,IRL,Ireland,Europe,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,1,0,0,67.0,31-90 days
Resort Hotel,1,2017-04-04,Confirmed,0,2017-04-05,Check-Out,No Deposit,0,1,0,1,0.0,0,PRT,Portugal,Europe,Corporate,Corporate,No,Transient,A,A,Bed & Breakfast,0,0,0,45.0,0-7 days
Resort Hotel,54,2017-04-02,Confirmed,0,2017-04-06,Check-Out,No Deposit,2,2,0,2,0.0,0,GBR,United Kingdom,Europe,Offline TA/TO,TA/TO,No,Contract,D,D,Bed & Breakfast,0,0,0,50.85,31-90 days
Resort Hotel,9,2017-03-30,Confirmed,0,2017-04-06,Check-Out,No Deposit,2,5,0,2,0.0,0,GBR,United Kingdom,Europe,Offline TA/TO,TA/TO,No,Contract,D,D,Half Board,0,0,0,84.47,8-30 days
Resort Hotel,15,2017-04-02,Confirmed,0,2017-04-06,Check-Out,No Deposit,2,2,0,2,0.0,0,GBR,United Kingdom,Europe,Offline TA/TO,TA/TO,No,Transient,A,A,Bed & Breakfast,0,0,0,40.95,8-30 days
Resort Hotel,42,2017-03-30,Confirmed,1,2017-04-06,Check-Out,No Deposit,2,5,0,1,0.0,0,DEU,Germany,Europe,Online TA,TA/TO,No,Transient,D,D,Bed & Breakfast,0,0,0,80.14,31-90 days
Resort Hotel,107,2017-03-30,Confirmed,0,2017-04-06,Check-Out,No Deposit,2,5,0,2,0.0,1,GBR,United Kingdom,Europe,Offline TA/TO,TA/TO,No,Contract,A,A,Half Board,1,0,0,70.99,91-180 days
Resort Hotel,27,2017-04-01,Confirmed,2,2017-04-06,Check-Out,No Deposit,2,3,0,2,0.0,0,IRL,Ireland,Europe,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,2,0,0,75.0,8-30 days
Resort Hotel,37,2017-04-04,Confirmed,2,2017-04-06,Check-Out,No Deposit,0,2,0,3,1.0,0,FRA,France,Europe,Direct,Direct,No,Transient,H,H,Bed & Breakfast,0,0,0,147.0,31-90 days
Resort Hotel,5,2017-04-04,Confirmed,0,2017-04-06,Check-Out,No Deposit,0,2,0,1,0.0,0,PRT,Portugal,Europe,Corporate,Corporate,No,Transient,A,F,Bed & Breakfast,0,0,0,45.0,0-7 days
Resort Hotel,74,2017-03-30,Confirmed,0,2017-04-06,Check-Out,No Deposit,2,5,0,2,2.0,0,PRT,Portugal,Europe,Online TA,TA/TO,No,Transient,G,G,Bed & Breakfast,1,0,0,113.29,31-90 days
Resort Hotel,45,2017-04-03,Confirmed,1,2017-04-06,Check-Out,No Deposit,1,2,0,2,0.0,0,PRT,Portugal,Europe,Direct,Direct,No,Transient,A,A,Bed & Breakfast,1,0,0,68.33,31-90 days
Resort Hotel,31,2017-04-03,Confirmed,0,2017-04-06,Check-Out,No Deposit,1,2,0,2,0.0,0,EST,Estonia,Europe,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,1,0,0,75.0,31-90 days
Resort Hotel,39,2017-03-31,Confirmed,0,2017-04-06,Check-Out,No Deposit,2,4,0,2,1.0,0,POL,Poland,Europe,Direct,Direct,No,Transient,D,D,Bed & Breakfast,0,0,0,101.67,31-90 days
Resort Hotel,37,2017-04-02,Confirmed,1,2017-04-06,Check-Out,No Deposit,2,2,0,2,0.0,0,FRA,France,Europe,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,2,0,0,82.25,31-90 days
Resort Hotel,35,2017-04-02,Confirmed,0,2017-04-06,Check-Out,No Deposit,2,2,0,2,0.0,0,GBR,United Kingdom,Europe,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,2,0,0,70.0,31-90 days
Resort Hotel,167,2017-03-26,Confirmed,0,2017-04-06,Check-Out,No Deposit,4,7,0,2,0.0,0,GBR,United Kingdom,Europe,Offline TA/TO,TA/TO,No,Transient,E,E,Half Board,0,0,0,82.68,91-180 days
Resort Hotel,57,2017-03-31,Confirmed,0,2017-04-06,Check-Out,No Deposit,2,4,0,2,0.0,0,GBR,United Kingdom,Europe,Direct,Direct,No,Transient,E,F,Bed & Breakfast,0,0,0,83.33,31-90 days
Resort Hotel,47,2017-04-01,Confirmed,0,2017-04-06,Check-Out,No Deposit,2,3,0,2,0.0,0,IRL,Ireland,Europe,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,1,0,0,70.0,31-90 days
Resort Hotel,31,2017-04-02,Confirmed,0,2017-04-06,Check-Out,No Deposit,2,2,0,2,0.0,0,POL,Poland,Europe,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,2,0,0,75.0,31-90 days
Resort Hotel,29,2017-04-03,Confirmed,0,2017-04-06,Check-Out,No Deposit,1,2,0,2,0.0,0,FRA,France,Europe,Online TA,TA/TO,No,Transient,E,E,Bed & Breakfast,3,0,0,107.0,8-30 days
Resort Hotel,1,2017-04-05,Confirmed,0,2017-04-06,Check-Out,No Deposit,0,1,0,1,0.0,0,PRT,Portugal,Europe,Corporate,Corporate,No,Transient-Party,A,E,Self Catering,0,0,0,97.0,0-7 days
